Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Charlotte Ellis,48,Operations,Operations Manager,7,"Process Improvement, Risk Management, Project Management, Teamwork",0.72,,
Anthony Barker,37,Engineering,Engineer,5,"Data Analysis, Electrical Engineering, Machine Learning",0.85,,
Krystal Padilla,48,Engineering,Senior Engineer,6,"Python, CAD Design",0.52,,
Wendy Lyons,41,Operations,Operations Manager,7,"Data Analysis, Process Improvement, Project Management",0.72,,
Jason Miller,34,Operations,Logistics Coordinator,4,"Data Analysis, Time Management",0.54,,
Daniel Ryan,40,Engineering,Senior Engineer,7,"Electrical Engineering, CAD Design, Systems Engineering, Python",0.75,,
Adrian Perry,25,Operations,Logistics Coordinator,1,Data Analysis,0.77,,
Ronald Avila,32,Engineering,Engineer,5,"Java, Python, Electrical Engineering",0.96,,
Ethan Mullen,32,Customer Service,Customer Service Executive,3,"Problem Solving, Teamwork, Communication",0.83,,
Corey Black MD,27,Operations,Logistics Coordinator,2,Time Management,0.59,,
Andrew Gardner,27,Logistics,Logistics Coordinator,1,Supply Chain Management,0.96,,
Laura Wood,37,Logistics,Logistics Coordinator,3,"Data Analysis, Networking",0.81,,
Jonathan Cordova,37,Engineering,Senior Engineer,6,"Systems Engineering, Python",0.87,,
Daniel Oliver,27,Operations,Logistics Coordinator,1,"Data Analysis, Time Management",0.94,,
Michael Scott,45,Engineering,Senior Engineer,6,"Electrical Engineering, Python, Systems Engineering",0.65,,
Paige Lee,42,Engineering,Senior Engineer,8,"Systems Engineering, Data Analysis, Python, Machine Learning",0.51,,
Jessica Bass,27,IT,IT Support,1,Cybersecurity,0.68,,
Teresa Terry,28,IT,IT Support,1,"Python, Cybersecurity",0.91,,
Brian Washington,39,Engineering,Engineer,3,"CAD Design, Java, Data Analysis",0.9,,
Gavin Peters,30,Logistics,Logistics Coordinator,3,"Communication, Data Analysis, Inventory Management",0.83,,
Tiffany Cardenas,29,Engineering,Junior Engineer,2,Data Analysis,0.96,,
Eric Bradford,41,Operations,Operations Manager,8,"Project Management, Process Improvement, Time Management, Data Analysis",0.81,,
Sarah Young,26,Logistics,Logistics Coordinator,2,"Networking, Inventory Management",0.84,,
Ronald Barber,43,Operations,Operations Manager,9,"Risk Management, Process Improvement, Data Analysis",0.71,,
Stanley Nguyen,42,Engineering,Senior Engineer,7,"CAD Design, Electrical Engineering, Python",0.53,,
David Kaiser,34,Operations,Logistics Coordinator,3,"Data Analysis, Risk Management, Time Management",0.7,,
Amanda Brown,35,Engineering,Senior Engineer,7,"Machine Learning, Data Analysis, Java",0.91,,
William Miller,29,Logistics,Logistics Coordinator,2,Communication,0.83,,
Nancy Carter,42,Operations,Operations Manager,9,"Data Analysis, Teamwork, Risk Management",0.83,,
Bobby Olson,28,Operations,Logistics Coordinator,2,Project Management,0.92,,
Nicole Haas,49,Operations,Operations Manager,9,"Risk Management, Project Management, Time Management, Process Improvement",0.58,,
Andrea Fisher,47,Operations,Operations Manager,12,"Data Analysis, Time Management, Project Management, Risk Management, Teamwork",0.65,,
Jennifer Bell,46,Operations,Operations Manager,11,"Project Management, Teamwork, Time Management, Process Improvement, Risk Management, Data Analysis",0.73,,
Robert Cooper,29,Engineering,Junior Engineer,2,"CAD Design, Electrical Engineering",0.83,,
Nancy Taylor,37,Engineering,Senior Engineer,7,"Systems Engineering, Machine Learning, Electrical Engineering, CAD Design",0.68,,
Rebecca Gray,47,Operations,Operations Manager,7,"Time Management, Data Analysis, Project Management, Teamwork",0.8,,
Jennifer Henry,29,IT,IT Support,2,Cloud Computing,0.89,,
John Alvarez,43,Operations,Operations Manager,9,"Risk Management, Project Management, Time Management, Data Analysis",0.87,,
Ashley Wall,27,IT,IT Support,1,Networking,0.9,,
Jimmy Hunt,30,Engineering,Engineer,5,"Machine Learning, CAD Design, Python",0.98,,
Ryan Rodriguez,25,Operations,Logistics Coordinator,2,Project Management,0.96,,
Jon Jones DDS,29,Operations,Logistics Coordinator,1,"Time Management, Data Analysis",0.81,,
Jacob Grimes,39,Engineering,Engineer,4,"Electrical Engineering, Python, CAD Design",0.81,,
Cynthia Sanchez,35,Engineering,Senior Engineer,6,"CAD Design, Systems Engineering",0.55,,
Destiny Scott,29,Engineering,Junior Engineer,1,"Data Analysis, Machine Learning",0.8,,
Christopher Miller MD,27,Engineering,Junior Engineer,1,"Electrical Engineering, CAD Design",0.97,,
Daniel Alexander,42,Engineering,Senior Engineer,7,"Machine Learning, CAD Design, Systems Engineering",0.91,,
James Weber,46,Operations,Operations Manager,11,"Risk Management, Process Improvement, Project Management, Data Analysis, Teamwork, Time Management",0.64,,
William Young,49,Engineering,Senior Engineer,9,"Data Analysis, Java, CAD Design, Electrical Engineering",0.76,,
Nichole Smith,32,Engineering,Engineer,4,"Java, Data Analysis, CAD Design",0.67,,
Carolyn Nelson,28,IT,IT Support,1,Networking,0.74,,
Jennifer Allen,29,IT,IT Support,1,Communication,0.66,,
Ryan Allen,33,Operations,Logistics Coordinator,3,"Process Improvement, Time Management, Data Analysis",0.66,,
Michelle Schmidt,29,Logistics,Logistics Coordinator,1,Supply Chain Management,0.65,,
Gwendolyn Aguilar,39,Logistics,Logistics Coordinator,4,"Communication, Data Analysis, Warehouse Management",0.91,,
Anthony Castro,38,Logistics,Logistics Coordinator,3,"Inventory Management, Data Analysis, Warehouse Management",0.81,,
Claudia Cook,41,Engineering,Senior Engineer,9,"Systems Engineering, Java, Python",0.92,,
Casey Adams,28,Logistics,Logistics Coordinator,2,Supply Chain Management,0.68,,
Wayne Garza,32,Operations,Logistics Coordinator,3,"Project Management, Time Management, Data Analysis",0.83,,
Michelle Schmidt,29,Engineering,Junior Engineer,1,"CAD Design, Python",0.7,,
Sergio Miranda,33,Operations,Operations Manager,7,"Teamwork, Process Improvement, Risk Management, Time Management",0.76,,
John Huang,36,Logistics,Logistics Coordinator,4,"Supply Chain Management, Networking",0.91,,
Austin Madden,37,Engineering,Engineer,5,"Java, Data Analysis, Python",0.79,,
Morgan Miller,32,Operations,Logistics Coordinator,4,"Process Improvement, Data Analysis, Teamwork",0.95,,
Joseph Cox,40,Operations,Operations Manager,9,"Risk Management, Teamwork, Project Management",0.98,,
Patricia Gonzalez,39,Engineering,Engineer,4,"Data Analysis, Electrical Engineering",0.6,,
Pamela Garcia,38,Operations,Logistics Coordinator,3,"Project Management, Risk Management",0.83,,
Cristian Graves,25,IT,IT Support,1,System Administration,0.81,,
Karen Garcia,34,Operations,Operations Manager,7,"Time Management, Project Management, Data Analysis, Process Improvement",0.5,,
Angela Campbell,33,Operations,Operations Manager,7,"Time Management, Project Management, Data Analysis, Risk Management",0.85,,
Jacob Williams,33,Operations,Operations Manager,7,"Teamwork, Time Management, Process Improvement, Data Analysis",0.99,,
Jeremy Ramirez,44,Engineering,Senior Engineer,7,"Electrical Engineering, Systems Engineering, CAD Design",0.5,,
Cynthia Beard,26,Customer Service,Customer Service Executive,0,Communication,0.6,,
James Warren,49,Operations,Operations Manager,12,"Process Improvement, Project Management, Time Management, Teamwork",0.76,,
Sarah Taylor,29,Logistics,Logistics Coordinator,1,Communication,0.5,,
Rebecca Luna,49,Engineering,Senior Engineer,8,"Java, CAD Design, Electrical Engineering",0.81,,
Jonathan Allison,49,Operations,Operations Manager,8,"Teamwork, Time Management, Data Analysis",0.99,,
Dwayne Malone,25,Engineering,Junior Engineer,1,Java,0.54,,
James Baker,47,Operations,Operations Manager,7,"Time Management, Teamwork, Process Improvement",0.69,,
Katrina Jones,50,Operations,Operations Manager,10,"Data Analysis, Time Management, Project Management, Process Improvement",0.72,,
Rhonda Atkinson,29,Engineering,Junior Engineer,0,Data Analysis,0.89,,
Ryan Hampton,40,Engineering,Senior Engineer,9,"Machine Learning, Data Analysis, Systems Engineering, Java",0.91,,
David Mccarty,28,Operations,Logistics Coordinator,2,"Teamwork, Data Analysis",0.7,,
Michael Thornton,38,Logistics,Logistics Coordinator,4,"Inventory Management, Networking, Supply Chain Management",0.57,,
Michael Simmons,31,Logistics,Logistics Coordinator,3,"Networking, Data Analysis",0.82,,
Amber Burke,49,Engineering,Senior Engineer,8,"Data Analysis, Java, Electrical Engineering",0.79,,
Kelly Hughes,49,Engineering,Senior Engineer,9,"Java, Python, Systems Engineering",0.8,,
Lisa Roach,29,Engineering,Junior Engineer,2,"Electrical Engineering, Systems Engineering",0.68,,
Kathryn Thompson,26,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.68,,
Jonathan Burke,27,IT,IT Support,0,Networking,0.8,,
Mary Watson,39,Engineering,Senior Engineer,7,"Data Analysis, CAD Design, Systems Engineering",0.94,,
Deborah Wilkinson,29,Engineering,Junior Engineer,1,Electrical Engineering,1.0,,
Rachel Morgan,47,Operations,Operations Manager,9,"Risk Management, Process Improvement, Project Management, Teamwork",0.63,,
James Perkins,32,Engineering,Engineer,4,"Systems Engineering, Data Analysis",0.61,,
Joseph Villa,44,Engineering,Senior Engineer,6,"Systems Engineering, Python",0.8,,
Kelly Fox,46,Engineering,Senior Engineer,7,"Python, CAD Design, Java, Systems Engineering",0.59,,
Dustin Yang,38,Engineering,Senior Engineer,6,"Electrical Engineering, Python, Systems Engineering",0.89,,
Elizabeth Richards,47,Engineering,Senior Engineer,8,"Machine Learning, Systems Engineering, Electrical Engineering, CAD Design",0.72,,
Sarah Ware,31,Operations,Logistics Coordinator,4,"Project Management, Process Improvement, Teamwork",0.6,,
Susan Andrews,37,Engineering,Senior Engineer,6,"Java, Machine Learning, Systems Engineering",1.0,,
Timothy Nelson,25,IT,IT Support,1,Java,0.69,,
Justin Holt,36,Operations,Operations Manager,7,"Data Analysis, Process Improvement, Risk Management, Project Management",0.84,,
Paul Sampson,31,Operations,Operations Manager,7,"Time Management, Data Analysis, Teamwork, Risk Management",0.73,,
Gerald Young,44,Engineering,Senior Engineer,8,"Data Analysis, Java, Machine Learning, Electrical Engineering",0.93,,
Alison Cardenas,31,Operations,Logistics Coordinator,3,"Data Analysis, Time Management, Project Management",0.98,,
James Martinez,25,Customer Service,Customer Service Executive,0,"Conflict Resolution, Teamwork",0.79,,
Kelly Harris,39,Logistics,Logistics Coordinator,3,"Warehouse Management, Inventory Management, Communication",0.83,,
David Parrish,41,Operations,Operations Manager,7,"Risk Management, Project Management, Time Management, Process Improvement",0.9,,
Steven Russell,51,Operations,Operations Manager,11,"Process Improvement, Project Management, Teamwork, Time Management, Risk Management",0.73,,
Robin Krause,33,Logistics,Logistics Coordinator,4,"Data Analysis, Supply Chain Management, Communication",0.68,,
Bryan Mendez,26,Engineering,Junior Engineer,0,"Systems Engineering, Electrical Engineering",0.76,,
Michael Cook,39,Operations,Logistics Coordinator,3,"Risk Management, Teamwork, Process Improvement",0.95,,
Angela Burgess,35,Customer Service,Customer Service Executive,3,"Conflict Resolution, Communication, Problem Solving",0.63,,
Michael Huff,25,Engineering,Junior Engineer,0,"Systems Engineering, Java",0.79,,
Lauren Miller,55,Operations,Operations Manager,12,"Data Analysis, Time Management, Process Improvement, Teamwork, Project Management, Risk Management",0.67,,
Crystal Powell,30,Logistics,Logistics Coordinator,3,"Supply Chain Management, Data Analysis",0.68,,
Lori Ritter,39,Engineering,Engineer,5,"Python, Machine Learning, Java",0.63,,
David Carroll,29,Customer Service,Customer Service Executive,0,Conflict Resolution,0.94,,
Jason Reed,26,Customer Service,Customer Service Executive,1,Communication,0.6,,
Barbara Rivera,35,Operations,Logistics Coordinator,4,"Project Management, Time Management, Data Analysis",0.87,,
Stephanie Garcia,35,Logistics,Logistics Coordinator,4,"Supply Chain Management, Networking, Inventory Management",0.83,,
Deborah Decker,39,Engineering,Senior Engineer,7,"Python, Systems Engineering, Data Analysis, Machine Learning",0.85,,
Spencer Chung,36,Engineering,Engineer,4,"Machine Learning, Java, Systems Engineering",0.79,,
Austin Brooks,27,Engineering,Junior Engineer,0,Systems Engineering,0.78,,
Walter Chavez,28,Engineering,Junior Engineer,0,"Systems Engineering, Data Analysis",0.71,,
Christopher Hoffman,51,Operations,Operations Manager,11,"Time Management, Project Management, Teamwork, Data Analysis, Process Improvement",0.99,,
Michael Allison,38,Operations,Logistics Coordinator,3,"Risk Management, Project Management, Data Analysis",0.51,,
Miranda Smith,40,Operations,Operations Manager,10,"Process Improvement, Time Management, Teamwork, Risk Management, Project Management, Data Analysis",0.99,,
Jennifer Davis,37,Engineering,Senior Engineer,7,"Systems Engineering, Data Analysis, CAD Design",0.88,,
Samantha Hall,40,Operations,Operations Manager,12,"Risk Management, Data Analysis, Time Management, Process Improvement",0.53,,
Nicholas Kidd,33,Operations,Operations Manager,7,"Risk Management, Process Improvement, Data Analysis, Project Management",0.86,,
Kelly Crane,26,Logistics,Logistics Coordinator,1,Inventory Management,0.98,,
James Edwards,27,Engineering,Junior Engineer,0,Systems Engineering,0.51,,
Andrew Sanchez,51,Operations,Operations Manager,11,"Teamwork, Risk Management, Project Management, Data Analysis",0.92,,
Robert Hall,28,Logistics,Logistics Coordinator,1,"Warehouse Management, Data Analysis",0.95,,
Michael Matthews,33,Engineering,Engineer,3,"CAD Design, Java, Python",0.54,,
Elizabeth Fields,26,Engineering,Junior Engineer,2,Systems Engineering,0.92,,
Brittany Little,25,Operations,Logistics Coordinator,2,Process Improvement,0.66,,
Brendan Baxter,32,Logistics,Logistics Coordinator,4,"Inventory Management, Networking, Warehouse Management",0.75,,
Mr. Cody Bell,28,IT,IT Support,0,Cloud Computing,0.85,,
John Gonzales,44,Operations,Operations Manager,7,"Risk Management, Process Improvement, Time Management",0.74,,
Julie Newman,25,Logistics,Logistics Coordinator,1,Networking,0.99,,
Kathleen Fox,52,Operations,Operations Manager,10,"Project Management, Process Improvement, Data Analysis, Risk Management, Teamwork, Time Management",0.67,,
Jennifer Mcdonald,26,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.84,,
Alicia Krueger,27,Operations,Logistics Coordinator,1,Data Analysis,0.84,,
Michael Chapman,37,Customer Service,Customer Service Executive,3,"Problem Solving, Customer Relationship Management, Teamwork",0.65,,
Julie Brown,29,Engineering,Junior Engineer,1,"Data Analysis, CAD Design",0.79,,
Kevin Becker,46,Operations,Operations Manager,11,"Risk Management, Project Management, Teamwork, Process Improvement, Data Analysis, Time Management",0.52,,
Holly Watkins,28,Operations,Logistics Coordinator,2,"Risk Management, Time Management",0.56,,
Michelle Wallace,28,Engineering,Junior Engineer,0,"Java, Electrical Engineering",0.86,,
Donald Anderson,53,Operations,Operations Manager,10,"Project Management, Process Improvement, Risk Management, Data Analysis, Time Management",0.67,,
Renee Harris,43,Operations,Operations Manager,12,"Data Analysis, Time Management, Risk Management, Project Management, Teamwork, Process Improvement",0.97,,
Rebecca Finley,29,IT,IT Support,2,Cloud Computing,0.7,,
Charles Lopez,38,Operations,Logistics Coordinator,4,"Risk Management, Data Analysis, Teamwork",0.96,,
Janice Tucker,31,Engineering,Senior Engineer,6,"CAD Design, Electrical Engineering",0.65,,
Clinton Carr,36,Operations,Operations Manager,7,"Data Analysis, Risk Management, Process Improvement, Time Management",0.57,,
Erica Nelson,39,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Teamwork, Conflict Resolution",0.6,,
Wyatt Allen,42,Operations,Operations Manager,8,"Project Management, Data Analysis, Teamwork, Risk Management",0.98,,
Jonathan Newton,29,Logistics,Logistics Coordinator,2,"Data Analysis, Supply Chain Management",0.52,,
Steven Harris,33,Engineering,Engineer,3,"Electrical Engineering, Java, Python",0.91,,
John Henson,25,Engineering,Junior Engineer,0,"Systems Engineering, Electrical Engineering",0.84,,
Ruben Harvey,35,Customer Service,Customer Service Executive,3,"Teamwork, Conflict Resolution, Customer Relationship Management",0.71,,
Matthew Lopez,25,Customer Service,Customer Service Executive,1,Teamwork,0.94,,
Amanda Moore,30,Operations,Operations Manager,7,"Time Management, Process Improvement, Project Management",0.96,,
Sheri Baldwin,43,Operations,Operations Manager,12,"Process Improvement, Project Management, Data Analysis, Teamwork, Time Management, Risk Management",0.77,,
Jimmy Huerta,27,Logistics,Logistics Coordinator,2,Communication,0.73,,
Joseph Christensen,43,Engineering,Senior Engineer,6,"Java, Python",0.59,,
Bryce Johnson,41,Engineering,Senior Engineer,9,"Java, Data Analysis, Python, CAD Design",0.55,,
Theresa Russell,28,Customer Service,Customer Service Executive,1,Customer Relationship Management,0.83,,
Zachary Harper,29,IT,IT Support,2,Cybersecurity,0.76,,
Crystal Willis,40,Operations,Operations Manager,11,"Risk Management, Teamwork, Project Management, Time Management",0.72,,
Joanna Edwards,36,Operations,Logistics Coordinator,3,"Data Analysis, Process Improvement",0.89,,
Lauren Cooke MD,38,Operations,Logistics Coordinator,3,"Project Management, Time Management, Teamwork",0.84,,
Crystal Hunt,28,Engineering,Junior Engineer,2,CAD Design,0.54,,
Mary Hudson,45,Engineering,Senior Engineer,6,"Python, Data Analysis, Java",0.62,,
Cynthia Wells,46,Operations,Operations Manager,11,"Data Analysis, Time Management, Project Management, Risk Management, Teamwork, Process Improvement",0.8,,
Bryan Riley,50,Operations,Operations Manager,12,"Risk Management, Project Management, Process Improvement, Data Analysis, Teamwork, Time Management",0.64,,
Julia Washington,44,Engineering,Senior Engineer,6,"Data Analysis, Machine Learning",0.82,,
Heather Price,29,IT,IT Support,2,Networking,0.75,,
David Ramos,34,Operations,Logistics Coordinator,3,"Data Analysis, Time Management",0.99,,
Kevin Christian,34,Engineering,Engineer,4,"Systems Engineering, Python",0.61,,
James Bradshaw,28,Logistics,Logistics Coordinator,2,Warehouse Management,0.6,,
Kevin Kerr,31,Engineering,Engineer,3,"Electrical Engineering, CAD Design",0.91,,
Paige Mosley,26,Logistics,Logistics Coordinator,2,Data Analysis,0.69,,
Laura Drake,44,Operations,Operations Manager,11,"Process Improvement, Time Management, Teamwork, Risk Management",0.65,,
Carrie Burton,27,Operations,Logistics Coordinator,1,"Risk Management, Process Improvement",0.78,,
Katrina Lewis,29,Customer Service,Customer Service Executive,1,"Teamwork, Problem Solving",0.82,,
Sabrina Weaver,28,IT,IT Support,0,Communication,0.76,,
Megan Kim,27,Engineering,Junior Engineer,1,Electrical Engineering,0.66,,
Scott Krause,27,Operations,Logistics Coordinator,2,Data Analysis,0.58,,
Kaitlyn White,38,Logistics,Logistics Coordinator,3,"Communication, Data Analysis, Supply Chain Management",0.86,,
Michelle Walker,43,Engineering,Senior Engineer,7,"Python, Data Analysis, CAD Design",0.79,,
Angel Wilson,27,IT,IT Support,2,"System Administration, Java",0.77,,
Brianna Lyons,31,Logistics,Logistics Coordinator,4,"Data Analysis, Supply Chain Management",0.61,,
James Brandt,47,Operations,Operations Manager,7,"Project Management, Process Improvement, Risk Management",0.72,,
Jennifer Terrell,49,Operations,Operations Manager,12,"Project Management, Data Analysis, Risk Management, Time Management, Process Improvement, Teamwork",0.78,,
Stacey Martinez,53,Operations,Operations Manager,13,"Time Management, Risk Management, Teamwork, Process Improvement, Data Analysis, Project Management",0.97,,
Patrick Thompson,35,Engineering,Senior Engineer,7,"Python, Electrical Engineering, CAD Design",0.55,,
Heather Perez,26,Customer Service,Customer Service Executive,1,"Communication, Problem Solving",0.82,,
Hannah Hubbard,29,Engineering,Junior Engineer,1,"Systems Engineering, Python",0.92,,
Daniel Hernandez,35,Engineering,Engineer,3,"Data Analysis, CAD Design, Java",0.97,,
Don Jackson,29,IT,IT Support,1,"Networking, Cybersecurity",0.63,,
Barbara Flores,31,Logistics,Logistics Coordinator,4,"Inventory Management, Supply Chain Management, Data Analysis",0.89,,
Timothy Miller,30,Engineering,Engineer,3,"Java, Machine Learning",0.73,,
Jonathan Hernandez,30,Operations,Logistics Coordinator,3,"Teamwork, Risk Management",0.6,,
Tara Lopez,49,Operations,Operations Manager,7,"Process Improvement, Teamwork, Time Management, Risk Management",0.6,,
Kelsey Graves,28,IT,IT Support,0,Cybersecurity,0.76,,
Tammy Webb,40,Operations,Operations Manager,12,"Time Management, Teamwork, Data Analysis, Process Improvement",0.96,,
Ashley Herrera,40,Operations,Operations Manager,11,"Time Management, Data Analysis, Teamwork, Project Management",0.92,,
Xavier Torres,30,Engineering,Senior Engineer,7,"Electrical Engineering, Java, Python",0.77,,
Terri Morgan,44,Operations,Operations Manager,10,"Project Management, Data Analysis, Teamwork, Time Management, Process Improvement, Risk Management",0.56,,
Krystal Huang,43,Operations,Operations Manager,7,"Process Improvement, Risk Management, Teamwork",0.95,,
George Thompson,31,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Problem Solving",0.78,,
Michelle Garcia,36,Engineering,Senior Engineer,7,"Python, Machine Learning, Electrical Engineering",0.9,,
Amanda Moore,33,Logistics,Logistics Coordinator,3,"Networking, Data Analysis",0.89,,
Bobby Erickson,29,Customer Service,Customer Service Executive,0,"Teamwork, Conflict Resolution",0.75,,
Kevin Mcdonald,36,Operations,Logistics Coordinator,3,"Project Management, Risk Management",0.85,,
Melissa Ramos,27,Engineering,Junior Engineer,0,"Java, Python",0.84,,
Steven Osborne,44,Engineering,Senior Engineer,7,"Data Analysis, Java, Electrical Engineering, CAD Design",0.98,,
Sean Carroll,43,Operations,Operations Manager,10,"Process Improvement, Risk Management, Data Analysis, Teamwork, Time Management, Project Management",0.95,,
Steven Rangel,45,Operations,Operations Manager,9,"Teamwork, Project Management, Time Management",0.59,,
Mr. Joshua Sosa DDS,36,Engineering,Engineer,4,"Systems Engineering, Electrical Engineering",0.63,,
Wendy Rogers,42,Engineering,Senior Engineer,9,"Systems Engineering, Data Analysis, Electrical Engineering",0.77,,
Kelly Scott,26,Logistics,Logistics Coordinator,2,"Warehouse Management, Supply Chain Management",0.98,,
Ryan Lewis,36,Engineering,Senior Engineer,7,"CAD Design, Electrical Engineering, Java, Machine Learning",0.82,,
Peggy Harrington,28,Customer Service,Customer Service Executive,0,Problem Solving,0.83,,
Christopher Walsh,36,Engineering,Senior Engineer,7,"Data Analysis, Machine Learning, CAD Design, Python",0.83,,
Monica Hansen,39,Engineering,Engineer,4,"Electrical Engineering, CAD Design",0.66,,
Alexander Morales,32,Operations,Logistics Coordinator,3,"Process Improvement, Project Management",0.59,,
Ethan Brandt,28,Engineering,Junior Engineer,2,Python,0.86,,
James Potter,27,Engineering,Junior Engineer,1,Data Analysis,0.63,,
Timothy Horne,35,Operations,Logistics Coordinator,4,"Risk Management, Process Improvement",0.9,,
Anthony Todd,30,Engineering,Senior Engineer,6,"CAD Design, Systems Engineering",0.77,,
Katie Webster,25,Logistics,Logistics Coordinator,2,Warehouse Management,0.81,,
Michael Lawrence,33,Customer Service,Customer Service Executive,3,"Teamwork, Customer Relationship Management, Conflict Resolution",0.95,,
Tamara Collins,40,Operations,Operations Manager,8,"Risk Management, Time Management, Data Analysis",0.68,,
Cameron Johnston,35,Engineering,Engineer,4,"Machine Learning, CAD Design, Python",0.7,,
Donald Johnson,32,Engineering,Engineer,4,"Java, CAD Design, Electrical Engineering",0.78,,
Dustin Taylor,33,Logistics,Logistics Coordinator,3,"Inventory Management, Warehouse Management",0.81,,
Dominique Mullins,37,Logistics,Logistics Coordinator,4,"Supply Chain Management, Warehouse Management, Communication",0.95,,
Scott Bass,30,Engineering,Engineer,4,"Python, Machine Learning, Java",0.82,,
Denise Frank,28,IT,IT Support,1,Cybersecurity,0.52,,
Gary Evans,29,Operations,Logistics Coordinator,1,"Data Analysis, Project Management",0.9,,
Melissa Smith,27,IT,IT Support,1,"System Administration, Python",0.54,,
Ruben Brown,32,Logistics,Logistics Coordinator,4,"Warehouse Management, Communication",0.85,,
Melissa Lee DDS,35,Operations,Logistics Coordinator,3,"Project Management, Teamwork, Time Management",0.65,,
Robert Brown,33,Logistics,Logistics Coordinator,4,"Networking, Inventory Management",0.81,,
Scott Fisher,47,Operations,Operations Manager,12,"Risk Management, Data Analysis, Time Management, Process Improvement, Project Management",0.96,,
Ashley Jordan,28,IT,IT Support,2,Java,0.58,,
Matthew Hahn,28,Operations,Logistics Coordinator,1,"Process Improvement, Data Analysis",0.7,,
Melissa Davis,28,Engineering,Junior Engineer,0,Machine Learning,0.81,,
Miss Dawn Orr,28,IT,IT Support,0,Java,0.74,,
David Burnett,28,IT,IT Support,0,System Administration,0.84,,
Teresa Gilbert,30,Operations,Operations Manager,7,"Risk Management, Project Management, Time Management",0.73,,
Misty Lopez,38,Engineering,Senior Engineer,6,"Electrical Engineering, Java",0.64,,
James Hill,50,Operations,Operations Manager,13,"Risk Management, Data Analysis, Teamwork, Process Improvement, Project Management",0.64,,
Katherine Thompson,49,Operations,Operations Manager,9,"Risk Management, Teamwork, Project Management, Process Improvement",0.53,,
Jesse Clark,25,Customer Service,Customer Service Executive,2,Teamwork,0.98,,
Chase Moyer,26,Customer Service,Customer Service Executive,2,"Communication, Conflict Resolution",0.93,,
Matthew Tran,35,Logistics,Logistics Coordinator,3,"Communication, Supply Chain Management, Networking",0.6,,
David Navarro,25,IT,IT Support,2,"Python, System Administration",0.82,,
Edward Perez,47,Operations,Operations Manager,11,"Risk Management, Data Analysis, Process Improvement, Time Management, Project Management, Teamwork",0.65,,
Jacqueline Hill,27,IT,IT Support,1,"Java, Cybersecurity",0.66,,
Erika Martinez,48,Engineering,Senior Engineer,7,"CAD Design, Java, Electrical Engineering",0.97,,
Victoria Proctor,34,Logistics,Logistics Coordinator,3,"Warehouse Management, Supply Chain Management",0.58,,
Lawrence Bowman,49,Operations,Operations Manager,9,"Teamwork, Data Analysis, Process Improvement, Risk Management",0.56,,
Susan Larson,49,Engineering,Senior Engineer,6,"Electrical Engineering, Data Analysis, Systems Engineering",0.84,,
Shannon Summers,32,Engineering,Engineer,4,"Systems Engineering, Machine Learning",0.59,,
Scott Meyer,26,IT,IT Support,1,Networking,0.68,,
Jesus Schmidt,33,Engineering,Senior Engineer,7,"Systems Engineering, Machine Learning, Java",0.82,,
Amanda Escobar,33,Engineering,Senior Engineer,6,"Data Analysis, Machine Learning, Java",0.7,,
Ruth Jackson,28,Customer Service,Customer Service Executive,1,Customer Relationship Management,0.61,,
Glenda Walton,26,Customer Service,Customer Service Executive,0,Teamwork,0.81,,
Tracy Robinson,45,Engineering,Senior Engineer,9,"Systems Engineering, Data Analysis, CAD Design",0.83,,
Jordan Avila,28,Engineering,Junior Engineer,2,Java,0.98,,
Christopher York,25,Customer Service,Customer Service Executive,0,"Conflict Resolution, Customer Relationship Management",0.89,,
Randall Smith,32,Engineering,Engineer,3,"Java, Data Analysis",0.65,,
Mary Taylor,39,Operations,Logistics Coordinator,4,"Time Management, Process Improvement",0.81,,
Kaitlyn Lee,32,Operations,Logistics Coordinator,3,"Time Management, Risk Management, Data Analysis",0.78,,
George Wise,48,Engineering,Senior Engineer,7,"Machine Learning, Systems Engineering, CAD Design, Java",0.76,,
Wanda Ramos,46,Operations,Operations Manager,10,"Time Management, Process Improvement, Data Analysis, Project Management, Risk Management, Teamwork",0.7,,
Eric Bowen,39,Operations,Logistics Coordinator,4,"Data Analysis, Risk Management, Project Management",0.77,,
Jessica Park,25,Customer Service,Customer Service Executive,0,Conflict Resolution,0.89,,
Kathleen Vincent,32,Logistics,Logistics Coordinator,4,"Inventory Management, Communication, Supply Chain Management",0.6,,
Leon Johnson,31,Engineering,Senior Engineer,7,"Electrical Engineering, CAD Design, Python",0.81,,
Kyle Walter,46,Engineering,Senior Engineer,6,"Systems Engineering, CAD Design",0.8,,
Cynthia Bentley,49,Operations,Operations Manager,9,"Project Management, Process Improvement, Teamwork",0.98,,
Donald Baxter,27,Operations,Logistics Coordinator,1,"Time Management, Process Improvement",0.59,,
Melissa Lewis,26,Engineering,Junior Engineer,1,"Java, CAD Design",0.88,,
Kimberly Adams,25,Customer Service,Customer Service Executive,0,Communication,0.96,,
John Johnson,34,Engineering,Engineer,3,"Systems Engineering, Data Analysis, Machine Learning",0.65,,
