Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Stacey Small,41,Operations,Operations Manager,11,"Data Analysis, Time Management, Teamwork, Risk Management, Process Improvement",0.78,,
Brian Miller,29,Customer Service,Customer Service Executive,0,Problem Solving,0.92,,
Amanda Wright,28,IT,IT Support,1,"System Administration, Python",0.89,,
Jake Carlson,27,Engineering,Junior Engineer,0,Electrical Engineering,0.74,,
Sean Greene,33,Operations,Operations Manager,7,"Teamwork, Data Analysis, Time Management",0.77,,
Jerry Thompson,45,Operations,Operations Manager,11,"Risk Management, Project Management, Time Management, Teamwork",0.69,,
Karen Fischer,39,Logistics,Logistics Coordinator,3,"Communication, Warehouse Management",0.77,,
Eric Davis,36,Engineering,Engineer,4,"Java, CAD Design",0.56,,
Kathy Huerta,33,Customer Service,Customer Service Executive,3,"Communication, Teamwork",0.81,,
Matthew Benson,34,Engineering,Senior Engineer,6,"Machine Learning, Electrical Engineering, Systems Engineering",0.53,,
Cassidy Vasquez,33,Operations,Logistics Coordinator,3,"Project Management, Data Analysis",0.61,,
Bruce English,25,Operations,Logistics Coordinator,1,Teamwork,0.7,,
Jessica Armstrong,39,Logistics,Logistics Coordinator,4,"Warehouse Management, Inventory Management, Supply Chain Management",0.99,,
Crystal Salazar,34,Operations,Logistics Coordinator,4,"Project Management, Data Analysis, Time Management",0.9,,
Michelle Wright,26,Customer Service,Customer Service Executive,2,"Communication, Customer Relationship Management",0.95,,
Steven Galloway,25,Operations,Logistics Coordinator,1,"Project Management, Time Management",0.75,,
Kimberly Harper,39,Logistics,Logistics Coordinator,4,"Supply Chain Management, Data Analysis, Communication",0.56,,
Jennifer Vasquez,30,Operations,Logistics Coordinator,3,"Data Analysis, Project Management, Risk Management",0.79,,
Xavier Collins,49,Engineering,Senior Engineer,7,"CAD Design, Python, Java, Electrical Engineering",0.88,,
Matthew Simmons,40,Operations,Operations Manager,10,"Time Management, Data Analysis, Teamwork, Process Improvement, Project Management",0.58,,
Jesse Deleon,49,Engineering,Senior Engineer,6,"Electrical Engineering, Data Analysis, Machine Learning",0.58,,
Daniel Young,26,Customer Service,Customer Service Executive,0,Problem Solving,0.59,,
Amy Ross,32,Operations,Logistics Coordinator,3,"Teamwork, Risk Management, Project Management",1.0,,
Gloria Guerra,27,Logistics,Logistics Coordinator,1,"Inventory Management, Communication",0.5,,
Jeremiah Brown,28,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Problem Solving",0.71,,
Jon Kaiser,38,Engineering,Engineer,5,"CAD Design, Machine Learning",0.96,,
Jeffrey Shaw,27,Logistics,Logistics Coordinator,2,"Inventory Management, Networking",0.63,,
Christian Braun,35,Logistics,Logistics Coordinator,3,"Communication, Warehouse Management, Supply Chain Management",0.96,,
David Flores,29,Engineering,Junior Engineer,2,"Data Analysis, CAD Design",0.8,,
Brianna Adams,25,Engineering,Junior Engineer,0,Electrical Engineering,0.98,,
Jaime Simmons,28,Engineering,Junior Engineer,1,Data Analysis,0.66,,
Michelle Lopez,48,Engineering,Senior Engineer,8,"Systems Engineering, Python, Data Analysis",0.89,,
Patricia Johnson,25,IT,IT Support,0,"Python, System Administration",0.92,,
Joshua White,25,Customer Service,Customer Service Executive,2,"Conflict Resolution, Teamwork",0.68,,
Julie Roman,44,Engineering,Senior Engineer,7,"Machine Learning, Systems Engineering, Python, Java",0.8,,
William Foley,37,Logistics,Logistics Coordinator,4,"Data Analysis, Inventory Management, Supply Chain Management",0.65,,
Alan Harmon,50,Operations,Operations Manager,11,"Process Improvement, Risk Management, Time Management, Teamwork",0.89,,
Matthew Francis,44,Operations,Operations Manager,8,"Process Improvement, Time Management, Project Management",0.87,,
Amy Hoffman,53,Operations,Operations Manager,12,"Risk Management, Project Management, Process Improvement, Time Management",0.78,,
Daniel Smith,32,Engineering,Engineer,5,"Systems Engineering, Machine Learning, CAD Design",0.56,,
Dr. Michael Lewis,29,Customer Service,Customer Service Executive,1,"Customer Relationship Management, Communication",0.95,,
Brett Rose,29,Customer Service,Customer Service Executive,2,"Problem Solving, Communication",0.64,,
Austin Gray,27,Operations,Logistics Coordinator,1,"Teamwork, Time Management",0.52,,
Lauren Lee,46,Engineering,Senior Engineer,9,"Java, Python, Systems Engineering, Data Analysis",0.6,,
Emma Liu,52,Operations,Operations Manager,13,"Teamwork, Data Analysis, Time Management, Risk Management, Project Management",0.59,,
Jodi Barnett,34,Operations,Operations Manager,7,"Data Analysis, Time Management, Teamwork, Project Management",0.65,,
Shari Reid,27,Customer Service,Customer Service Executive,0,Problem Solving,0.97,,
Jose Miller,39,Engineering,Engineer,3,"Python, CAD Design, Machine Learning",1.0,,
Mallory Davis,49,Engineering,Senior Engineer,7,"Java, Python, Machine Learning, CAD Design",0.8,,
Darren Cole,38,Operations,Logistics Coordinator,4,"Process Improvement, Time Management",0.76,,
Aaron Sanchez,27,Customer Service,Customer Service Executive,2,"Problem Solving, Communication",0.84,,
Elizabeth Saunders,29,Engineering,Junior Engineer,1,"Machine Learning, CAD Design",0.51,,
Dr. Jordan Jenkins,33,Operations,Logistics Coordinator,3,"Project Management, Teamwork, Time Management",0.74,,
Edward Cook,31,Engineering,Engineer,4,"Data Analysis, Machine Learning",0.53,,
Samantha Williams,36,Operations,Logistics Coordinator,4,"Data Analysis, Time Management",0.97,,
Erica Jacobs,42,Engineering,Senior Engineer,9,"Electrical Engineering, Java, Data Analysis, Python",0.79,,
Ashley Williams,25,IT,IT Support,2,Networking,0.62,,
Kyle George,26,Customer Service,Customer Service Executive,0,Problem Solving,0.85,,
Amanda Morgan,26,IT,IT Support,2,"Cloud Computing, Communication",0.71,,
Ryan Knight,43,Engineering,Senior Engineer,7,"CAD Design, Machine Learning, Python, Systems Engineering",0.84,,
Breanna Allen,38,Logistics,Logistics Coordinator,4,"Communication, Data Analysis, Networking",0.85,,
Lori Kelly,26,Engineering,Junior Engineer,2,"Data Analysis, Python",0.53,,
Michelle Brown,39,Logistics,Logistics Coordinator,4,"Warehouse Management, Data Analysis, Communication",0.62,,
Renee White,41,Operations,Operations Manager,12,"Process Improvement, Data Analysis, Teamwork, Risk Management, Time Management",0.72,,
Alyssa Miller,48,Engineering,Senior Engineer,6,"Machine Learning, Python, Systems Engineering",0.52,,
Lance Wood,35,Engineering,Engineer,4,"Systems Engineering, Electrical Engineering",0.62,,
Chloe Rowland,31,Operations,Logistics Coordinator,4,"Time Management, Risk Management",0.68,,
Kimberly Lewis,35,Engineering,Engineer,4,"Python, Data Analysis",0.83,,
Stacy Moon,36,Operations,Logistics Coordinator,4,"Teamwork, Data Analysis, Risk Management",0.87,,
Rhonda Mitchell,35,Logistics,Logistics Coordinator,4,"Data Analysis, Communication",0.9,,
Robin Christensen,43,Engineering,Senior Engineer,8,"Data Analysis, Machine Learning, Systems Engineering, Java",0.87,,
Kristi Murray,37,Logistics,Logistics Coordinator,4,"Warehouse Management, Supply Chain Management, Inventory Management",0.73,,
Nancy Macias,29,Customer Service,Customer Service Executive,1,"Problem Solving, Conflict Resolution",0.76,,
Christian Solis,46,Operations,Operations Manager,11,"Risk Management, Teamwork, Project Management, Time Management",0.61,,
Luke Williams,27,Engineering,Junior Engineer,1,Machine Learning,0.63,,
Jacob Torres,38,Customer Service,Customer Service Executive,3,"Problem Solving, Communication, Teamwork",0.52,,
Margaret Cruz,29,IT,IT Support,2,Cybersecurity,0.57,,
Kimberly Wright,41,Operations,Operations Manager,10,"Data Analysis, Time Management, Process Improvement, Risk Management, Project Management, Teamwork",0.6,,
Karen Li DDS,35,Logistics,Logistics Coordinator,3,"Communication, Warehouse Management",0.59,,
Sara Holder,30,Engineering,Engineer,3,"Systems Engineering, Data Analysis",0.75,,
Rachel Hall,25,IT,IT Support,2,Networking,0.53,,
Tammy Peterson,26,Engineering,Junior Engineer,0,Electrical Engineering,0.53,,
Ana Taylor,36,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Teamwork, Problem Solving",0.65,,
Ashley Peters,29,Customer Service,Customer Service Executive,2,"Conflict Resolution, Customer Relationship Management",0.69,,
Andrew Wang,27,Engineering,Junior Engineer,1,Data Analysis,0.9,,
Kirsten Kim,27,Logistics,Logistics Coordinator,2,Supply Chain Management,0.96,,
Bonnie Gentry,34,Operations,Logistics Coordinator,4,"Project Management, Process Improvement, Time Management",0.65,,
Krystal Gonzalez,47,Operations,Operations Manager,9,"Risk Management, Project Management, Data Analysis, Process Improvement",0.88,,
Samuel Ortiz,31,Operations,Operations Manager,7,"Risk Management, Data Analysis, Time Management",0.66,,
Donna Frank,25,IT,IT Support,2,System Administration,0.72,,
Jordan Berry,39,Operations,Operations Manager,7,"Teamwork, Risk Management, Project Management, Process Improvement",0.61,,
Brittany Torres,40,Operations,Operations Manager,11,"Data Analysis, Time Management, Teamwork, Process Improvement, Project Management, Risk Management",0.88,,
Mr. Jeffery Walker DVM,26,Engineering,Junior Engineer,1,Electrical Engineering,0.78,,
Adriana Dorsey,28,IT,IT Support,2,Communication,0.51,,
Patrick Taylor,30,Operations,Logistics Coordinator,3,"Project Management, Risk Management",0.82,,
Kathryn Williams,42,Operations,Operations Manager,12,"Project Management, Risk Management, Time Management, Data Analysis, Teamwork, Process Improvement",0.98,,
Sarah Thomas,25,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.79,,
Joel Brown,35,Operations,Operations Manager,7,"Teamwork, Risk Management, Process Improvement",0.96,,
Amy Castillo,43,Operations,Operations Manager,12,"Process Improvement, Time Management, Teamwork, Risk Management, Data Analysis",0.8,,
Eric Daniels,37,Logistics,Logistics Coordinator,4,"Supply Chain Management, Inventory Management, Communication",0.83,,
Edward Carlson,27,IT,IT Support,1,"Communication, Python",0.82,,
Megan Fitzpatrick,45,Engineering,Senior Engineer,8,"Java, Machine Learning, Data Analysis",0.57,,
Emily Garcia,27,Logistics,Logistics Coordinator,2,Supply Chain Management,0.8,,
Kristina Howard,26,Customer Service,Customer Service Executive,0,Conflict Resolution,0.61,,
Kimberly Freeman,29,Operations,Logistics Coordinator,2,"Teamwork, Risk Management",0.57,,
Anthony Vargas,31,Engineering,Engineer,3,"Java, Systems Engineering, Electrical Engineering",0.95,,
Melissa Barnes,29,IT,IT Support,1,"Java, Cloud Computing",1.0,,
William Garcia,31,Logistics,Logistics Coordinator,3,"Networking, Data Analysis",0.55,,
Kimberly Collins,25,IT,IT Support,2,Java,0.56,,
Vernon Arnold,31,Engineering,Senior Engineer,6,"Machine Learning, CAD Design",0.55,,
Robert Bryant,39,Operations,Logistics Coordinator,4,"Teamwork, Project Management, Time Management",0.63,,
Kevin Long,28,Operations,Logistics Coordinator,1,"Data Analysis, Risk Management",0.96,,
Deborah Roberts,26,Engineering,Junior Engineer,2,"Electrical Engineering, Data Analysis",0.66,,
Gerald Jones,42,Engineering,Senior Engineer,6,"Python, Data Analysis, Machine Learning",0.72,,
William King,40,Operations,Operations Manager,11,"Risk Management, Project Management, Data Analysis, Time Management",0.96,,
Brandon Green,37,Engineering,Senior Engineer,7,"Systems Engineering, CAD Design, Java",0.53,,
Jill Valencia,39,Operations,Logistics Coordinator,3,"Project Management, Data Analysis",0.93,,
Mrs. Darlene Johnson,29,Engineering,Junior Engineer,1,Systems Engineering,0.91,,
Mrs. Kaitlin Frazier,27,IT,IT Support,1,Networking,0.97,,
Gregory Walker,28,Engineering,Junior Engineer,0,"Electrical Engineering, Data Analysis",0.7,,
Dana Freeman,52,Operations,Operations Manager,10,"Time Management, Project Management, Risk Management, Process Improvement, Teamwork",0.94,,
Mr. Kenneth Graham,41,Engineering,Senior Engineer,6,"CAD Design, Machine Learning, Python",0.73,,
James Ingram,29,IT,IT Support,0,Networking,0.9,,
Tyler Ray,28,Engineering,Junior Engineer,1,"Java, Python",0.82,,
James Sheppard,51,Operations,Operations Manager,14,"Teamwork, Risk Management, Project Management, Time Management",0.74,,
Latoya Pennington,28,Engineering,Junior Engineer,2,"CAD Design, Machine Learning",0.56,,
Kimberly Molina MD,39,Operations,Logistics Coordinator,3,"Teamwork, Risk Management, Project Management",0.85,,
Alex Carey DDS,35,Engineering,Engineer,4,"Data Analysis, Systems Engineering, Electrical Engineering",0.54,,
John Peterson,28,Engineering,Junior Engineer,2,Electrical Engineering,0.55,,
Lee Smith,27,Operations,Logistics Coordinator,2,Risk Management,0.69,,
Jessica Harris,25,Logistics,Logistics Coordinator,2,Inventory Management,0.8,,
Stephanie Lane,27,Logistics,Logistics Coordinator,1,"Data Analysis, Communication",0.85,,
Marcus Adams,28,Customer Service,Customer Service Executive,0,"Problem Solving, Communication",0.73,,
William Perez,29,Customer Service,Customer Service Executive,2,"Conflict Resolution, Customer Relationship Management",0.56,,
Austin Kelly,31,Logistics,Logistics Coordinator,3,"Warehouse Management, Networking, Inventory Management",0.96,,
William Garcia DDS,39,Engineering,Engineer,3,"Machine Learning, Java, CAD Design",0.7,,
Mary George,32,Logistics,Logistics Coordinator,4,"Inventory Management, Networking",0.63,,
Alexis Lopez,53,Operations,Operations Manager,11,"Time Management, Process Improvement, Data Analysis, Project Management, Risk Management",0.54,,
Marc Simmons,25,Customer Service,Customer Service Executive,0,"Problem Solving, Conflict Resolution",0.92,,
Sean Weeks,42,Operations,Operations Manager,9,"Time Management, Process Improvement, Data Analysis",0.59,,
Bryan Baker,31,Operations,Operations Manager,7,"Risk Management, Time Management, Process Improvement",0.81,,
Tyler Silva,34,Engineering,Engineer,4,"Python, Machine Learning, CAD Design",0.63,,
Lori Robinson,26,IT,IT Support,1,Cybersecurity,0.82,,
Kimberly Jones,29,Engineering,Junior Engineer,1,Electrical Engineering,0.98,,
Jennifer Lawson,39,Logistics,Logistics Coordinator,3,"Warehouse Management, Inventory Management, Supply Chain Management",0.56,,
Diane Miller,27,Operations,Logistics Coordinator,2,"Project Management, Time Management",0.94,,
Kristina Arnold,53,Operations,Operations Manager,14,"Data Analysis, Time Management, Project Management, Risk Management, Teamwork, Process Improvement",0.9,,
Eduardo Snyder,47,Engineering,Senior Engineer,6,"Java, Machine Learning",0.92,,
Heather Clayton,51,Operations,Operations Manager,11,"Teamwork, Time Management, Process Improvement, Data Analysis",0.51,,
Diana Fitzgerald,35,Operations,Logistics Coordinator,4,"Teamwork, Risk Management",0.69,,
Anthony Strickland,37,Engineering,Engineer,5,"Java, CAD Design, Electrical Engineering",0.89,,
Danielle Bell,37,Engineering,Engineer,5,"Electrical Engineering, Data Analysis",0.63,,
Johnny Gentry,49,Engineering,Senior Engineer,9,"Python, CAD Design, Electrical Engineering, Data Analysis",0.64,,
Robert Wang,28,Operations,Logistics Coordinator,1,Time Management,0.72,,
Mark Lawson,28,IT,IT Support,1,Python,0.69,,
Justin Cameron,55,Operations,Operations Manager,13,"Project Management, Teamwork, Time Management, Data Analysis, Risk Management, Process Improvement",0.8,,
Anthony Schwartz,49,Engineering,Senior Engineer,6,"Data Analysis, CAD Design, Python",0.65,,
Ann White,45,Operations,Operations Manager,8,"Time Management, Risk Management, Process Improvement",0.74,,
Steven Luna,47,Operations,Operations Manager,10,"Risk Management, Project Management, Process Improvement, Teamwork, Data Analysis, Time Management",0.71,,
Mrs. Cynthia Randolph,26,Engineering,Junior Engineer,2,CAD Design,0.64,,
Justin Ramos,37,Customer Service,Customer Service Executive,3,"Conflict Resolution, Communication",0.52,,
Melissa Cochran,27,IT,IT Support,0,"Python, Cloud Computing",0.64,,
Alicia Larson,42,Engineering,Senior Engineer,6,"Data Analysis, Electrical Engineering, Machine Learning",0.75,,
Henry Green,38,Logistics,Logistics Coordinator,4,"Inventory Management, Supply Chain Management, Communication",0.95,,
Jocelyn Brown,32,Logistics,Logistics Coordinator,3,"Inventory Management, Data Analysis, Supply Chain Management",0.68,,
Cory Turner,37,Logistics,Logistics Coordinator,3,"Supply Chain Management, Inventory Management, Networking",0.91,,
Mark Davis,42,Engineering,Senior Engineer,9,"Machine Learning, Electrical Engineering, Java",0.75,,
Mrs. Kelly Shepherd,41,Operations,Operations Manager,8,"Teamwork, Data Analysis, Risk Management, Time Management",0.67,,
Jesus Martinez,46,Engineering,Senior Engineer,8,"Java, Data Analysis, Machine Learning",0.81,,
Kirk Torres,29,Engineering,Junior Engineer,0,"Data Analysis, Python",0.7,,
Nancy Morgan,35,Operations,Logistics Coordinator,4,"Process Improvement, Time Management",0.95,,
Andrea Woods,27,IT,IT Support,1,Networking,0.63,,
Timothy Wilson,45,Engineering,Senior Engineer,6,"Systems Engineering, Python, Java",0.59,,
Jonathan Johnson,32,Engineering,Engineer,5,"CAD Design, Systems Engineering, Python",1.0,,
Brenda Hart,33,Operations,Logistics Coordinator,3,"Time Management, Project Management, Data Analysis",0.57,,
Nicholas Shepherd,26,IT,IT Support,1,Communication,0.99,,
Cheyenne Mullins,37,Engineering,Engineer,3,"Java, Systems Engineering, Machine Learning",0.55,,
Brandon Blanchard,38,Customer Service,Customer Service Executive,3,"Communication, Teamwork, Customer Relationship Management",0.65,,
Trevor Powell,39,Logistics,Logistics Coordinator,3,"Communication, Data Analysis",0.84,,
Daniel Rasmussen,38,Engineering,Engineer,5,"Data Analysis, CAD Design",0.8,,
David Schmitt,39,Operations,Logistics Coordinator,4,"Project Management, Time Management",0.75,,
Darren Horton III,35,Operations,Logistics Coordinator,4,"Teamwork, Data Analysis",0.79,,
Earl Nelson,28,Customer Service,Customer Service Executive,0,Customer Relationship Management,0.65,,
Eric Shepherd,49,Operations,Operations Manager,9,"Project Management, Teamwork, Risk Management",0.71,,
Amber Castro,47,Operations,Operations Manager,7,"Process Improvement, Data Analysis, Teamwork",0.85,,
James Dawson,25,IT,IT Support,1,"Python, Communication",0.61,,
Patricia Hill,42,Operations,Operations Manager,12,"Time Management, Teamwork, Process Improvement, Project Management, Risk Management, Data Analysis",0.96,,
Loretta Roberts,29,Operations,Logistics Coordinator,1,Time Management,0.9,,
James Mueller,42,Engineering,Senior Engineer,6,"Machine Learning, Data Analysis, Python",0.79,,
Alexandra Martinez,47,Operations,Operations Manager,7,"Teamwork, Data Analysis, Project Management, Time Management",0.84,,
Paul Berger,25,Customer Service,Customer Service Executive,2,"Communication, Problem Solving",0.7,,
Stephanie Mclean,27,Operations,Logistics Coordinator,2,"Teamwork, Project Management",0.92,,
Brittany Arellano,26,Engineering,Junior Engineer,2,"Data Analysis, CAD Design",0.62,,
Diana Paul,29,Engineering,Junior Engineer,2,"Java, CAD Design",0.84,,
April Sharp,42,Engineering,Senior Engineer,8,"Python, Data Analysis, CAD Design, Electrical Engineering",0.87,,
Teresa Ortega,28,Operations,Logistics Coordinator,1,Process Improvement,0.85,,
Michael Shaffer,38,Engineering,Senior Engineer,6,"Electrical Engineering, Java",0.72,,
Kimberly Simon,38,Operations,Operations Manager,7,"Teamwork, Risk Management, Time Management",0.96,,
Gregory Clark,41,Engineering,Senior Engineer,7,"Python, Data Analysis, Electrical Engineering",0.65,,
Maria Holmes,25,Engineering,Junior Engineer,1,Machine Learning,0.84,,
Susan Kaiser,25,Engineering,Junior Engineer,2,"Python, Java",0.96,,
Joseph Schneider,27,IT,IT Support,0,"Networking, Python",0.7,,
Courtney Short,32,Logistics,Logistics Coordinator,4,"Data Analysis, Networking",0.71,,
Jason King,26,Engineering,Junior Engineer,1,Data Analysis,0.51,,
Mrs. Elaine Mullen DVM,43,Operations,Operations Manager,10,"Process Improvement, Project Management, Teamwork, Risk Management, Time Management, Data Analysis",1.0,,
Joy Hall,29,Engineering,Junior Engineer,2,Electrical Engineering,0.72,,
Bryan Martinez,52,Operations,Operations Manager,11,"Time Management, Risk Management, Data Analysis, Process Improvement, Project Management, Teamwork",0.96,,
Christopher Simon,28,Operations,Logistics Coordinator,1,Data Analysis,0.66,,
Diana Wilson,35,Operations,Logistics Coordinator,4,"Time Management, Data Analysis, Risk Management",0.81,,
Melanie Oliver,32,Engineering,Engineer,4,"CAD Design, Machine Learning, Data Analysis",0.97,,
Sarah Bruce,39,Operations,Logistics Coordinator,3,"Time Management, Teamwork",0.86,,
Dr. Derek Spears,37,Operations,Logistics Coordinator,4,"Teamwork, Process Improvement",0.83,,
Jerry Roberson,36,Engineering,Engineer,3,"Data Analysis, Java, Electrical Engineering",0.8,,
Kayla Maldonado,28,Customer Service,Customer Service Executive,1,Problem Solving,0.98,,
Donald Jones,32,Operations,Operations Manager,7,"Project Management, Teamwork, Process Improvement",0.94,,
Victoria Romero,25,IT,IT Support,2,Networking,0.87,,
Dr. Jessica Haynes,26,Operations,Logistics Coordinator,2,Data Analysis,0.55,,
Stephen Moreno,37,Operations,Logistics Coordinator,4,"Teamwork, Risk Management",0.9,,
Adriana Thomas,47,Operations,Operations Manager,11,"Risk Management, Project Management, Data Analysis, Teamwork",0.52,,
Brianna Hutchinson,40,Engineering,Senior Engineer,8,"Java, Python, Electrical Engineering, CAD Design",0.69,,
Brianna Branch,32,Engineering,Senior Engineer,6,"Machine Learning, Python, Java",0.92,,
Emily Hayes,25,Engineering,Junior Engineer,1,"Machine Learning, Electrical Engineering",0.6,,
Anna Sparks,29,IT,IT Support,2,Python,0.78,,
Chris Alvarez MD,35,Logistics,Logistics Coordinator,4,"Networking, Communication, Warehouse Management",0.88,,
Theresa Hardy,54,Operations,Operations Manager,12,"Teamwork, Time Management, Process Improvement, Project Management, Data Analysis, Risk Management",0.89,,
Jorge Jones,33,Engineering,Senior Engineer,6,"Python, CAD Design, Electrical Engineering",0.91,,
Janice Jackson,38,Operations,Logistics Coordinator,4,"Data Analysis, Time Management",0.97,,
Brittany Pena,36,Customer Service,Customer Service Executive,3,"Conflict Resolution, Communication, Teamwork",0.6,,
Thomas Gray,27,Operations,Logistics Coordinator,2,"Process Improvement, Risk Management",0.89,,
Kristine Lee,37,Engineering,Engineer,4,"Java, Systems Engineering",0.65,,
Craig Webb,48,Operations,Operations Manager,10,"Time Management, Data Analysis, Process Improvement, Project Management, Risk Management",0.57,,
Dominique Howard,46,Engineering,Senior Engineer,9,"Machine Learning, Java, CAD Design",0.75,,
Nicholas Garcia,28,Engineering,Junior Engineer,1,"Python, Machine Learning",0.57,,
Jonathan Davies,42,Operations,Operations Manager,9,"Data Analysis, Time Management, Risk Management",0.84,,
Wendy Powell,47,Operations,Operations Manager,11,"Teamwork, Project Management, Process Improvement, Risk Management",0.78,,
Stephanie Mitchell,31,Operations,Logistics Coordinator,3,"Project Management, Process Improvement",0.8,,
Kenneth Strong,36,Engineering,Senior Engineer,7,"Electrical Engineering, CAD Design, Python, Java",0.72,,
Kathleen Decker,27,Customer Service,Customer Service Executive,2,Communication,0.82,,
Sarah Brown,47,Engineering,Senior Engineer,6,"CAD Design, Python, Systems Engineering",0.96,,
Stephen Hawkins,44,Operations,Operations Manager,11,"Data Analysis, Time Management, Project Management, Risk Management",0.54,,
Mr. Derek Meyer PhD,43,Operations,Operations Manager,8,"Time Management, Project Management, Teamwork, Data Analysis",0.51,,
Patrick Kirby,52,Operations,Operations Manager,13,"Data Analysis, Teamwork, Time Management, Process Improvement, Risk Management, Project Management",0.84,,
Dana Mendoza,30,Logistics,Logistics Coordinator,3,"Networking, Data Analysis, Supply Chain Management",0.78,,
Kyle York,50,Operations,Operations Manager,13,"Process Improvement, Data Analysis, Time Management, Teamwork, Project Management, Risk Management",0.76,,
Erica Allen,31,Logistics,Logistics Coordinator,4,"Warehouse Management, Communication, Supply Chain Management",0.71,,
Cassandra Rojas,38,Logistics,Logistics Coordinator,4,"Networking, Inventory Management, Communication",0.89,,
Linda Young,26,Logistics,Logistics Coordinator,2,Networking,0.91,,
Jessica Ward,34,Engineering,Senior Engineer,6,"Java, CAD Design",0.9,,
Miss Michelle Adkins DDS,36,Engineering,Engineer,5,"Systems Engineering, CAD Design, Data Analysis",0.98,,
Kristina Grant,39,Engineering,Senior Engineer,7,"Electrical Engineering, CAD Design, Python",0.64,,
Kimberly Martinez,26,Operations,Logistics Coordinator,2,"Process Improvement, Time Management",0.67,,
Michael Chapman,41,Engineering,Senior Engineer,9,"Python, Java, Machine Learning",0.79,,
Michael Noble,32,Engineering,Senior Engineer,6,"Data Analysis, Python",0.56,,
Tracy Harmon,30,Operations,Operations Manager,7,"Time Management, Process Improvement, Teamwork",0.92,,
Michael Frank,36,Logistics,Logistics Coordinator,3,"Supply Chain Management, Inventory Management",0.57,,
Chase Figueroa,29,Customer Service,Customer Service Executive,1,"Problem Solving, Conflict Resolution",0.82,,
Douglas Guerrero,39,Engineering,Engineer,3,"Systems Engineering, Java, Electrical Engineering",0.78,,
Evan Ferguson,35,Customer Service,Customer Service Executive,3,"Teamwork, Communication",0.8,,
Mark Hancock,28,Customer Service,Customer Service Executive,2,Problem Solving,0.85,,
Angela Marsh,29,IT,IT Support,2,Java,0.87,,
Jordan Murray,45,Operations,Operations Manager,12,"Time Management, Data Analysis, Process Improvement, Risk Management, Teamwork",0.85,,
Sarah Ramsey,34,Customer Service,Customer Service Executive,3,"Conflict Resolution, Customer Relationship Management",0.98,,
Colton Tucker,33,Operations,Logistics Coordinator,4,"Teamwork, Time Management",0.52,,
Kristy Glover,27,Customer Service,Customer Service Executive,0,Conflict Resolution,0.85,,
Timothy Gates,43,Operations,Operations Manager,10,"Data Analysis, Time Management, Project Management, Process Improvement, Risk Management, Teamwork",0.98,,
Jason Floyd,41,Engineering,Senior Engineer,6,"Electrical Engineering, Systems Engineering, Data Analysis",0.6,,
Ryan Maynard,52,Operations,Operations Manager,14,"Teamwork, Data Analysis, Process Improvement, Risk Management, Time Management",0.79,,
Sarah Lee,39,Engineering,Engineer,5,"Data Analysis, Java",0.52,,
Jennifer Mcbride,35,Operations,Operations Manager,7,"Teamwork, Time Management, Process Improvement, Risk Management",0.53,,
David Ford,29,Customer Service,Customer Service Executive,2,"Communication, Problem Solving",0.87,,
Michael Petersen,48,Engineering,Senior Engineer,7,"Machine Learning, Data Analysis, CAD Design, Java",0.56,,
Denise Moreno,33,Engineering,Engineer,3,"Electrical Engineering, Java, CAD Design",0.79,,
Lisa Pearson,33,Engineering,Engineer,5,"Electrical Engineering, Data Analysis",0.77,,
Bill Shelton,49,Engineering,Senior Engineer,9,"Python, Electrical Engineering, Java, Data Analysis",0.58,,
Mark Delgado,37,Engineering,Engineer,3,"Machine Learning, CAD Design",0.83,,
Larry Wood Jr.,41,Engineering,Senior Engineer,9,"Python, Java, Data Analysis",0.67,,
John West,42,Operations,Operations Manager,7,"Time Management, Teamwork, Risk Management, Data Analysis",0.66,,
Christian Fuentes,39,Engineering,Senior Engineer,7,"Data Analysis, Electrical Engineering, Java, Systems Engineering",0.94,,
Brittany Fleming,41,Engineering,Senior Engineer,8,"CAD Design, Systems Engineering, Python",0.59,,
Riley Griffin,27,IT,IT Support,1,Networking,0.51,,
Austin Smith,34,Logistics,Logistics Coordinator,4,"Supply Chain Management, Warehouse Management",0.94,,
Amanda Pearson,36,Operations,Logistics Coordinator,4,"Teamwork, Project Management, Time Management",0.69,,
Angela Ochoa,41,Operations,Operations Manager,8,"Project Management, Data Analysis, Teamwork, Process Improvement",0.66,,
Kaitlyn Johnson,28,Engineering,Junior Engineer,0,"Python, Systems Engineering",0.78,,
Michael Crawford,27,Logistics,Logistics Coordinator,1,"Supply Chain Management, Data Analysis",0.75,,
Chad Peters,25,Logistics,Logistics Coordinator,2,Warehouse Management,0.59,,
Elaine Thompson,33,Engineering,Engineer,4,"CAD Design, Data Analysis",0.71,,
Justin Johnson,34,Engineering,Senior Engineer,6,"Machine Learning, Data Analysis, Java",0.64,,
Daniel Ortega,35,Engineering,Senior Engineer,6,"Electrical Engineering, Java, CAD Design",0.61,,
Lauren Morgan,37,Logistics,Logistics Coordinator,3,"Warehouse Management, Data Analysis",0.85,,
Brittany Freeman,34,Customer Service,Customer Service Executive,3,"Teamwork, Customer Relationship Management",0.51,,
