Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Ashley Torres,43,Engineering,Senior Engineer,6,"Systems Engineering, Electrical Engineering",0.6,NA,
Adam Hendricks,31,Engineering,Senior Engineer,7,"Data Analysis, Python, Systems Engineering",0.54,NA,
Valerie Graham,25,Customer Service,Customer Service Executive,0,Conflict Resolution,0.53,,NA
Dorothy Norton,36,Logistics,Logistics Coordinator,4,"Inventory Management, Communication",0.76,,NA
Elizabeth Fry,26,Logistics,Logistics Coordinator,1,Data Analysis,0.64,,NA
Michelle Hardy,33,Operations,Logistics Coordinator,4,"Process Improvement, Time Management",0.61,,NA
Mr. Sean Jensen,27,Operations,Logistics Coordinator,1,Risk Management,0.62,,NA
Mrs. Diana Cox MD,25,Customer Service,Customer Service Executive,0,"Communication, Problem Solving",0.92,,NA
Jordan Garza,26,Logistics,Logistics Coordinator,1,"Inventory Management, Warehouse Management",0.83,,NA
Tristan Harris,33,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Problem Solving, Teamwork",0.67,,NA
Fernando Roberts,38,Engineering,Senior Engineer,6,"CAD Design, Java",0.65,NA,
Nicole Harris,26,Engineering,Junior Engineer,2,CAD Design,0.82,,NA
Patrick Munoz,25,Operations,Logistics Coordinator,2,Risk Management,0.75,,NA
Matthew Taylor,25,Logistics,Logistics Coordinator,2,Inventory Management,0.56,,NA
Tina Wilson,40,Operations,Operations Manager,9,"Process Improvement, Teamwork, Project Management, Data Analysis",0.96,NA,
Adrian Murray,41,Engineering,Senior Engineer,8,"Electrical Engineering, Java, Machine Learning",0.6,NA,
Rebecca Woods MD,32,Operations,Logistics Coordinator,3,"Data Analysis, Risk Management, Time Management",0.93,,NA
Holly Nelson,32,Engineering,Engineer,4,"CAD Design, Systems Engineering",0.54,,NA
Holly Mckay,28,Customer Service,Customer Service Executive,0,Teamwork,0.93,,NA
Ryan Kelly,27,IT,IT Support,2,"Cybersecurity, Cloud Computing",0.8,,NA
Michaela Johnson,38,Operations,Logistics Coordinator,3,"Teamwork, Process Improvement",0.79,,NA
Teresa Tucker,25,Engineering,Junior Engineer,2,"Electrical Engineering, CAD Design",0.6,,NA
Aaron Ewing,30,Logistics,Logistics Coordinator,3,"Networking, Warehouse Management",0.52,,NA
David Brown,33,Logistics,Logistics Coordinator,3,"Warehouse Management, Networking, Supply Chain Management",0.56,,NA
Linda Morgan,33,Logistics,Logistics Coordinator,3,"Supply Chain Management, Inventory Management",0.74,,NA
Ian Marshall,29,Engineering,Junior Engineer,2,"Machine Learning, CAD Design",0.83,,NA
Rebecca Spence DVM,38,Engineering,Senior Engineer,6,"Java, Data Analysis, Electrical Engineering",0.95,NA,
Kevin Williams,44,Engineering,Senior Engineer,9,"Systems Engineering, Java, Python, Data Analysis",0.94,NA,
Michele Richardson,38,Engineering,Engineer,4,"Machine Learning, Java",0.93,,NA
Gabriel Lamb,32,Operations,Operations Manager,7,"Teamwork, Process Improvement, Data Analysis, Project Management",0.8,NA,
Richard Williams,31,Engineering,Engineer,3,"Python, Electrical Engineering, CAD Design",0.72,,NA
David Graham,29,Customer Service,Customer Service Executive,1,"Conflict Resolution, Teamwork",0.96,,NA
Joseph Lopez,28,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.78,,NA
Erica Powell,25,Engineering,Junior Engineer,2,Python,0.51,,NA
Emily Ray,32,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Conflict Resolution, Teamwork",0.71,,NA
Brittany Shah,35,Operations,Logistics Coordinator,4,"Data Analysis, Project Management, Risk Management",0.94,,NA
Christopher Hall,26,Operations,Logistics Coordinator,2,"Project Management, Risk Management",0.6,,NA
Kevin Nelson,33,Customer Service,Customer Service Executive,3,"Conflict Resolution, Customer Relationship Management",0.89,,NA
Robert Bell,41,Engineering,Senior Engineer,6,"Java, Systems Engineering",0.69,NA,
Laura Harris,49,Operations,Operations Manager,10,"Data Analysis, Risk Management, Project Management, Process Improvement, Teamwork",0.64,NA,
Beth Smith,29,Logistics,Logistics Coordinator,2,Data Analysis,0.82,,NA
Robert Dawson,46,Engineering,Senior Engineer,9,"Electrical Engineering, Python, Machine Learning, Systems Engineering",0.51,NA,
Keith Yang,25,IT,IT Support,2,Networking,0.78,,NA
Jordan Cook,52,Operations,Operations Manager,14,"Time Management, Process Improvement, Teamwork, Project Management, Risk Management",0.7,NA,
Brian Larson,29,Customer Service,Customer Service Executive,1,"Problem Solving, Customer Relationship Management",0.62,,NA
Colleen Barker,26,Engineering,Junior Engineer,1,"Python, Systems Engineering",0.57,,NA
Mr. Anthony Bryan,27,IT,IT Support,0,Cloud Computing,0.68,,NA
Carolyn Johnson,25,Engineering,Junior Engineer,1,Python,0.98,,NA
Brandon Gross,34,Engineering,Engineer,3,"Java, Python, Machine Learning",0.65,,NA
Carl Salas,28,IT,IT Support,1,Cybersecurity,0.96,,NA
Heather Wilson,48,Operations,Operations Manager,9,"Data Analysis, Process Improvement, Project Management, Teamwork",0.59,NA,
Stephanie Smith,27,Engineering,Junior Engineer,0,"Data Analysis, Machine Learning",0.67,,NA
Rachel Gates,47,Operations,Operations Manager,11,"Project Management, Process Improvement, Time Management, Data Analysis, Teamwork",0.75,NA,
Cindy Rosario,28,Customer Service,Customer Service Executive,1,"Problem Solving, Conflict Resolution",0.7,,NA
Brian Torres,46,Operations,Operations Manager,10,"Teamwork, Project Management, Data Analysis, Risk Management",0.59,NA,
Jessica Hess,39,Engineering,Engineer,4,"Electrical Engineering, Java",0.53,,NA
Jeremy Tucker,34,Engineering,Engineer,3,"Machine Learning, Data Analysis",0.53,,NA
Steven Mccoy,49,Operations,Operations Manager,10,"Process Improvement, Project Management, Risk Management, Teamwork",0.83,NA,
Ryan Jacobs,33,Engineering,Senior Engineer,7,"Java, Machine Learning, CAD Design, Data Analysis",0.57,NA,
Norma Reyes,27,Logistics,Logistics Coordinator,1,"Inventory Management, Communication",0.53,,NA
Jorge Sanchez,49,Operations,Operations Manager,12,"Project Management, Risk Management, Data Analysis, Teamwork, Time Management, Process Improvement",0.51,NA,
Paul Smith,29,IT,IT Support,0,Java,0.95,,NA
Theresa Hartman,28,Engineering,Junior Engineer,0,Electrical Engineering,0.62,,NA
Michael Sanford,29,Engineering,Junior Engineer,1,CAD Design,0.64,,NA
Martha Shepherd,27,Customer Service,Customer Service Executive,2,"Customer Relationship Management, Conflict Resolution",0.76,,NA
Mr. William Howard,46,Operations,Operations Manager,9,"Process Improvement, Data Analysis, Project Management",0.75,NA,
Samantha Gentry,31,Engineering,Engineer,4,"Python, CAD Design, Systems Engineering",0.85,,NA
Michael Martinez,38,Engineering,Senior Engineer,6,"CAD Design, Electrical Engineering, Machine Learning",1.0,NA,
Dennis Jones,48,Engineering,Senior Engineer,8,"Python, Data Analysis, Java, CAD Design",0.73,NA,
Kimberly Lane,27,IT,IT Support,1,"Python, Communication",0.84,,NA
Zachary Moore,37,Operations,Logistics Coordinator,3,"Process Improvement, Risk Management",0.94,,NA
Todd Anderson,38,Engineering,Engineer,3,"Systems Engineering, Java",0.83,,NA
Christopher Peters,28,Engineering,Junior Engineer,2,"Java, Data Analysis",0.92,,NA
Patrick Simon,37,Operations,Operations Manager,7,"Teamwork, Project Management, Data Analysis, Time Management",0.56,NA,
Linda Miller,29,IT,IT Support,1,Cybersecurity,0.92,,NA
Gregory Lee,46,Operations,Operations Manager,12,"Process Improvement, Project Management, Teamwork, Time Management, Data Analysis",0.61,NA,
Eric Rivera,47,Operations,Operations Manager,11,"Project Management, Data Analysis, Risk Management, Process Improvement",0.97,NA,
Melissa Thompson,49,Engineering,Senior Engineer,7,"Data Analysis, Python, CAD Design, Systems Engineering",0.94,NA,
Jessica Hale,41,Engineering,Senior Engineer,6,"Electrical Engineering, Python",0.56,NA,
Amanda Gregory,28,Engineering,Junior Engineer,1,Data Analysis,0.76,,NA
James Marquez,38,Engineering,Senior Engineer,7,"Python, Data Analysis, Java",0.59,NA,
Kevin Harrell,28,IT,IT Support,0,"Java, Python",0.51,,NA
Brian Hinton,33,Operations,Operations Manager,7,"Teamwork, Time Management, Project Management",0.61,NA,
Jaime Fox,39,Engineering,Engineer,5,"Data Analysis, Machine Learning, Systems Engineering",0.81,NA,
Justin Cabrera,26,Engineering,Junior Engineer,1,Systems Engineering,0.96,,NA
Adam Howell,47,Engineering,Senior Engineer,6,"Data Analysis, CAD Design",0.57,NA,
Timothy Torres,43,Operations,Operations Manager,12,"Time Management, Risk Management, Process Improvement, Data Analysis, Teamwork, Project Management",0.99,NA,
Derrick Davis,27,Logistics,Logistics Coordinator,1,Communication,0.79,,NA
Theodore Glenn,34,Customer Service,Customer Service Executive,3,"Communication, Conflict Resolution, Teamwork",0.62,,NA
Andrew Fisher,31,Engineering,Engineer,3,"Electrical Engineering, Python, Data Analysis",0.69,,NA
Kenneth Garcia,28,IT,IT Support,2,Java,0.77,,NA
Mike Figueroa,30,Engineering,Engineer,5,"Electrical Engineering, Data Analysis",0.83,NA,
Albert Evans,27,Operations,Logistics Coordinator,2,"Process Improvement, Time Management",0.88,,NA
Mr. David Carter,29,IT,IT Support,1,Cloud Computing,0.77,,NA
Jessica Dawson,26,Logistics,Logistics Coordinator,1,"Inventory Management, Networking",0.6,,NA
Gloria Carter,26,Operations,Logistics Coordinator,2,"Time Management, Risk Management",0.51,,NA
Rebecca Williams,34,Operations,Logistics Coordinator,4,"Data Analysis, Time Management",0.57,,NA
Amy Morrison,40,Operations,Operations Manager,10,"Data Analysis, Risk Management, Process Improvement, Teamwork, Time Management",0.5,NA,
Terrance Smith,25,Logistics,Logistics Coordinator,1,"Data Analysis, Communication",0.72,,NA
Dennis Mason,25,Operations,Logistics Coordinator,1,Risk Management,0.69,,NA
Alexander Watts Jr.,33,Engineering,Senior Engineer,6,"Data Analysis, Electrical Engineering",0.54,NA,
Ryan Mason,38,Operations,Logistics Coordinator,3,"Process Improvement, Project Management",0.9,,NA
Colleen Cochran,52,Operations,Operations Manager,12,"Data Analysis, Risk Management, Process Improvement, Time Management, Project Management",0.52,NA,
John White,31,Engineering,Engineer,3,"Machine Learning, Electrical Engineering",0.66,,NA
Barbara Thompson,31,Operations,Logistics Coordinator,4,"Risk Management, Time Management, Process Improvement",0.57,,NA
Stephanie Harvey MD,46,Operations,Operations Manager,7,"Data Analysis, Project Management, Process Improvement",0.81,NA,
Andrea Werner,32,Engineering,Engineer,4,"CAD Design, Data Analysis",0.55,,NA
Deanna Day,32,Engineering,Engineer,5,"CAD Design, Java, Data Analysis",0.98,NA,
Amy Herrera,29,IT,IT Support,0,"Java, Cybersecurity",0.61,,NA
Amanda Jackson,25,Customer Service,Customer Service Executive,2,"Problem Solving, Teamwork",0.72,,NA
Todd Davis,30,Customer Service,Customer Service Executive,3,"Conflict Resolution, Problem Solving",0.96,,NA
Deborah Hodge,26,IT,IT Support,1,"Communication, Python",0.67,,NA
Jennifer Bell,42,Operations,Operations Manager,8,"Data Analysis, Process Improvement, Risk Management, Time Management",0.59,NA,
Kristina Cook,27,IT,IT Support,1,Communication,0.67,,NA
Alan Pittman,46,Engineering,Senior Engineer,9,"Python, Machine Learning, Electrical Engineering",0.99,NA,
Sean Lawson,41,Engineering,Senior Engineer,8,"Machine Learning, CAD Design, Python, Electrical Engineering",0.78,NA,
Tricia Drake,45,Engineering,Senior Engineer,6,"Electrical Engineering, Data Analysis",0.91,NA,
Lisa Fleming,34,Operations,Logistics Coordinator,3,"Project Management, Data Analysis, Teamwork",0.52,,NA
Abigail Dunlap,52,Operations,Operations Manager,14,"Time Management, Teamwork, Project Management, Risk Management",0.79,NA,
Mrs. Amanda Kramer,33,Customer Service,Customer Service Executive,3,"Problem Solving, Teamwork",0.52,,NA
Mr. Joshua Warren Jr.,53,Operations,Operations Manager,14,"Process Improvement, Project Management, Time Management, Risk Management",0.73,NA,
Nicholas Thomas,25,IT,IT Support,1,"Networking, Cloud Computing",0.82,,NA
Sandra Moreno,40,Operations,Operations Manager,11,"Teamwork, Data Analysis, Time Management, Project Management",0.58,NA,
Christopher Steele,30,Operations,Operations Manager,7,"Teamwork, Time Management, Project Management",0.67,NA,
Connie Duarte,29,IT,IT Support,2,System Administration,0.68,,NA
Erica Harris,32,Engineering,Senior Engineer,7,"Python, Java, Electrical Engineering, Systems Engineering",0.51,NA,
Trevor Trujillo,34,Engineering,Engineer,3,"Python, Machine Learning, Electrical Engineering",0.54,,NA
Joanna Holloway,34,Logistics,Logistics Coordinator,3,"Supply Chain Management, Communication, Warehouse Management",0.86,,NA
Danielle Snyder,39,Engineering,Senior Engineer,6,"Electrical Engineering, Data Analysis, Systems Engineering",0.84,NA,
Denise Poole,26,Engineering,Junior Engineer,2,Electrical Engineering,0.92,,NA
April Michael,28,Logistics,Logistics Coordinator,1,"Warehouse Management, Inventory Management",0.55,,NA
Patricia Wallace,48,Operations,Operations Manager,8,"Risk Management, Teamwork, Process Improvement",0.68,NA,
Austin Jenkins,26,Operations,Logistics Coordinator,2,Risk Management,0.74,,NA
Kristina Ferrell,43,Operations,Operations Manager,11,"Data Analysis, Time Management, Teamwork, Process Improvement",0.91,NA,
Jacqueline Silva,32,Engineering,Senior Engineer,7,"Data Analysis, Machine Learning, CAD Design, Systems Engineering",0.57,NA,
Jason Obrien,30,Logistics,Logistics Coordinator,3,"Inventory Management, Networking, Supply Chain Management",0.94,,NA
Sue Ashley,27,Customer Service,Customer Service Executive,2,"Customer Relationship Management, Communication",0.65,,NA
Jessica Scott,27,Customer Service,Customer Service Executive,0,Communication,0.74,,NA
Melissa Hanson,26,Operations,Logistics Coordinator,1,"Risk Management, Time Management",0.55,,NA
John Williams,28,Customer Service,Customer Service Executive,2,"Conflict Resolution, Customer Relationship Management",0.71,,NA
Joseph Smith,38,Engineering,Engineer,3,"Data Analysis, Systems Engineering, Python",0.82,,NA
Donald Williams,41,Operations,Operations Manager,10,"Time Management, Risk Management, Project Management, Teamwork",0.64,NA,
Alexis Robinson,25,Logistics,Logistics Coordinator,2,"Supply Chain Management, Communication",0.54,,NA
Thomas Carter,32,Engineering,Senior Engineer,7,"Electrical Engineering, CAD Design, Machine Learning",0.96,NA,
Christina Ellison,34,Operations,Operations Manager,7,"Process Improvement, Data Analysis, Risk Management",0.68,NA,
Mrs. Amy Farrell,33,Logistics,Logistics Coordinator,3,"Warehouse Management, Inventory Management",0.67,,NA
Sarah Knight,29,IT,IT Support,0,"Python, Networking",0.73,,NA
James Ortiz,33,Engineering,Senior Engineer,7,"CAD Design, Electrical Engineering, Python, Java",1.0,NA,
John Hernandez,27,Engineering,Junior Engineer,2,"Java, Electrical Engineering",0.57,,NA
Lisa Harris,35,Engineering,Engineer,5,"Python, Electrical Engineering",0.83,NA,
Chad Guerrero,30,Engineering,Engineer,4,"Electrical Engineering, Python, CAD Design",0.89,,NA
Alicia Butler,49,Operations,Operations Manager,9,"Process Improvement, Risk Management, Data Analysis, Time Management",0.63,NA,
David Jackson,38,Engineering,Engineer,4,"Systems Engineering, CAD Design, Java",0.7,,NA
Brandi Black,49,Operations,Operations Manager,8,"Time Management, Project Management, Data Analysis",0.6,NA,
Michelle Carlson,32,Engineering,Engineer,3,"Machine Learning, Java, Python",0.83,,NA
Christopher Parsons Jr.,44,Operations,Operations Manager,10,"Teamwork, Process Improvement, Risk Management, Project Management, Data Analysis",0.65,NA,
Olivia James,28,Logistics,Logistics Coordinator,1,Inventory Management,0.74,,NA
Kathleen Mitchell,27,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Teamwork",0.98,,NA
Dr. Stephen Morrow,26,IT,IT Support,0,Networking,0.84,,NA
Samuel Archer,32,Operations,Logistics Coordinator,4,"Risk Management, Process Improvement, Project Management",0.86,,NA
Gabriel Fisher,28,Customer Service,Customer Service Executive,0,Teamwork,0.56,,NA
Katherine Taylor,36,Logistics,Logistics Coordinator,3,"Data Analysis, Networking, Warehouse Management",0.92,,NA
Hannah Tucker,29,Customer Service,Customer Service Executive,1,Communication,0.63,,NA
Allison Grant,40,Operations,Operations Manager,8,"Time Management, Data Analysis, Process Improvement, Teamwork",0.8,NA,
Daniel Cantu,27,Logistics,Logistics Coordinator,2,"Inventory Management, Networking",0.72,,NA
Francisco Greer,48,Engineering,Senior Engineer,7,"Machine Learning, Java, CAD Design, Systems Engineering",0.91,NA,
Jesse Solis,29,Customer Service,Customer Service Executive,0,"Problem Solving, Teamwork",0.54,,NA
Robert Mckee,44,Operations,Operations Manager,11,"Time Management, Project Management, Data Analysis, Process Improvement, Risk Management",0.82,NA,
Tracey Morris,46,Engineering,Senior Engineer,9,"Systems Engineering, Data Analysis, Machine Learning, Java",0.6,NA,
Shane King,39,Operations,Operations Manager,7,"Time Management, Data Analysis, Process Improvement",0.6,NA,
Ronald Baird,28,Engineering,Junior Engineer,0,"Machine Learning, Systems Engineering",0.68,,NA
Timothy Smith,34,Engineering,Engineer,3,"Machine Learning, Systems Engineering",0.85,,NA
Jenny Huber,29,Operations,Logistics Coordinator,1,"Risk Management, Time Management",0.97,,NA
Heather Golden,29,Logistics,Logistics Coordinator,1,"Data Analysis, Supply Chain Management",0.59,,NA
Kevin Evans,27,IT,IT Support,1,"Cloud Computing, Networking",0.79,,NA
Kyle Scott,31,Operations,Logistics Coordinator,4,"Risk Management, Time Management, Process Improvement",0.9,,NA
Bryan Shannon,43,Operations,Operations Manager,9,"Data Analysis, Process Improvement, Time Management, Teamwork",0.77,NA,
Christopher Wood,47,Engineering,Senior Engineer,7,"Data Analysis, Machine Learning, Python, Systems Engineering",0.93,NA,
Jason Hodge,26,Customer Service,Customer Service Executive,1,"Customer Relationship Management, Communication",0.56,,NA
Meredith Stafford,37,Engineering,Engineer,4,"Java, CAD Design",0.6,,NA
Brandon Davis,49,Engineering,Senior Engineer,6,"Java, Data Analysis",0.82,NA,
Brett Bailey,52,Operations,Operations Manager,10,"Process Improvement, Time Management, Teamwork, Risk Management",0.56,NA,
Rebecca Lee,29,Customer Service,Customer Service Executive,1,Communication,0.74,,NA
Kevin Johnson,49,Operations,Operations Manager,10,"Data Analysis, Process Improvement, Teamwork, Project Management, Risk Management, Time Management",0.59,NA,
Mark Miller,34,Logistics,Logistics Coordinator,3,"Warehouse Management, Communication",0.9,,NA
Melissa Schmidt,39,Engineering,Engineer,3,"CAD Design, Machine Learning, Python",0.59,,NA
Patrick Martin,49,Engineering,Senior Engineer,9,"Data Analysis, Python, Electrical Engineering, Java",0.97,NA,
Samantha Martinez,28,Engineering,Junior Engineer,0,Data Analysis,0.56,,NA
Brian Jones,29,IT,IT Support,0,System Administration,0.64,,NA
Sarah Williams,32,Operations,Logistics Coordinator,3,"Data Analysis, Risk Management, Teamwork",0.57,,NA
Nicholas Martin,36,Operations,Logistics Coordinator,3,"Time Management, Data Analysis",0.74,,NA
Kelly Tucker,39,Engineering,Engineer,3,"Java, Electrical Engineering",0.68,,NA
Christopher Koch,48,Operations,Operations Manager,11,"Project Management, Risk Management, Data Analysis, Teamwork, Time Management",0.77,NA,
Colton Martinez,31,Operations,Logistics Coordinator,4,"Process Improvement, Risk Management, Teamwork",0.8,,NA
Bryan Johnson,25,Customer Service,Customer Service Executive,0,Conflict Resolution,0.51,,NA
Corey Mcknight,39,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Conflict Resolution",0.84,,NA
Robert White,37,Engineering,Engineer,3,"Machine Learning, CAD Design",0.67,,NA
Monica Edwards,26,IT,IT Support,2,Communication,0.62,,NA
Jason Rollins,42,Engineering,Senior Engineer,9,"Java, Machine Learning, Systems Engineering, Data Analysis",0.75,NA,
Tiffany Daniel,41,Operations,Operations Manager,10,"Process Improvement, Project Management, Data Analysis, Time Management",0.83,NA,
Michelle Hansen,46,Engineering,Senior Engineer,7,"Electrical Engineering, Java, CAD Design, Systems Engineering",0.54,NA,
Gregory Mcknight,37,Operations,Logistics Coordinator,3,"Time Management, Data Analysis",0.56,,NA
Brian Johnson,44,Engineering,Senior Engineer,9,"Electrical Engineering, Java, CAD Design",0.69,NA,
Alan Gonzales,42,Operations,Operations Manager,11,"Project Management, Teamwork, Process Improvement, Time Management",0.84,NA,
Megan Brown,35,Operations,Logistics Coordinator,4,"Time Management, Process Improvement",0.96,,NA
Thomas Vasquez,26,Operations,Logistics Coordinator,2,"Project Management, Risk Management",0.5,,NA
Danielle Watson,36,Customer Service,Customer Service Executive,3,"Conflict Resolution, Communication",0.59,,NA
Scott Cooper,28,IT,IT Support,2,"System Administration, Cloud Computing",0.56,,NA
Christy Carter,25,Engineering,Junior Engineer,2,"Electrical Engineering, Systems Engineering",0.65,,NA
Reginald Mitchell,39,Operations,Logistics Coordinator,3,"Risk Management, Teamwork",0.88,,NA
Chris Santiago,25,Logistics,Logistics Coordinator,1,Supply Chain Management,0.75,,NA
Dean Garcia,27,Engineering,Junior Engineer,2,Java,1.0,,NA
David Wyatt,48,Operations,Operations Manager,12,"Process Improvement, Risk Management, Teamwork, Time Management",0.53,NA,
Paula Miller,29,Engineering,Junior Engineer,2,"Java, Machine Learning",0.79,,NA
Michele Maddox PhD,34,Logistics,Logistics Coordinator,3,"Supply Chain Management, Networking, Communication",0.73,,NA
Charles Howard,35,Operations,Operations Manager,7,"Project Management, Risk Management, Teamwork",0.56,NA,
Kim Marshall,35,Engineering,Engineer,3,"Machine Learning, Electrical Engineering, Systems Engineering",0.76,,NA
Tiffany Phillips,35,Customer Service,Customer Service Executive,3,"Teamwork, Communication",0.92,,NA
Christian Allen,37,Logistics,Logistics Coordinator,3,"Supply Chain Management, Networking",0.66,,NA
David Riddle,44,Operations,Operations Manager,7,"Process Improvement, Time Management, Data Analysis",0.91,NA,
Jane Oneill,30,Engineering,Engineer,5,"Machine Learning, Systems Engineering, Java",0.98,NA,
Vincent Pitts,27,Customer Service,Customer Service Executive,0,"Conflict Resolution, Teamwork",0.8,,NA
John Martin,29,Logistics,Logistics Coordinator,1,"Inventory Management, Networking",0.64,,NA
Micheal Ortiz,51,Operations,Operations Manager,12,"Teamwork, Data Analysis, Risk Management, Time Management, Process Improvement",0.84,NA,
Nicholas Maldonado,27,Logistics,Logistics Coordinator,2,Inventory Management,0.96,,NA
Nicole Hunter DDS,25,IT,IT Support,1,"Cloud Computing, Cybersecurity",0.9,,NA
Cynthia Smith,26,Logistics,Logistics Coordinator,2,"Networking, Communication",0.64,,NA
Susan Thompson,29,Operations,Logistics Coordinator,1,Process Improvement,0.78,,NA
Aaron Marshall,31,Engineering,Senior Engineer,7,"Data Analysis, Electrical Engineering, CAD Design",0.82,NA,
Kelly Velazquez,36,Engineering,Engineer,5,"Java, Machine Learning",0.91,NA,
Mrs. Ann Rivera,29,Engineering,Junior Engineer,2,Machine Learning,0.98,,NA
Diana May,44,Engineering,Senior Engineer,8,"Machine Learning, Systems Engineering, Data Analysis, Java",0.73,NA,
Steven Hester,25,Logistics,Logistics Coordinator,2,"Communication, Networking",0.51,,NA
Alexandra Morris,41,Operations,Operations Manager,11,"Time Management, Process Improvement, Data Analysis, Risk Management",0.94,NA,
Rachael Walsh,46,Operations,Operations Manager,11,"Project Management, Teamwork, Risk Management, Process Improvement, Time Management",0.52,NA,
Robin Weber,33,Operations,Logistics Coordinator,4,"Process Improvement, Time Management",0.81,,NA
Corey Arnold,42,Operations,Operations Manager,11,"Risk Management, Data Analysis, Time Management, Process Improvement, Project Management, Teamwork",0.68,NA,
Joshua Clark,28,Logistics,Logistics Coordinator,1,"Data Analysis, Supply Chain Management",0.51,,NA
Jeremiah Palmer,28,Logistics,Logistics Coordinator,2,"Supply Chain Management, Data Analysis",0.88,,NA
Ricky Hughes,26,Engineering,Junior Engineer,2,Electrical Engineering,0.68,,NA
Kyle Nguyen,26,Customer Service,Customer Service Executive,1,Conflict Resolution,1.0,,NA
Kevin Bray,35,Customer Service,Customer Service Executive,3,"Problem Solving, Communication, Conflict Resolution",0.85,,NA
Isabel Walters,28,Operations,Logistics Coordinator,1,"Time Management, Project Management",0.69,,NA
Ms. Abigail Myers,29,Engineering,Junior Engineer,2,Electrical Engineering,0.62,,NA
Melissa Perry,36,Engineering,Engineer,4,"Machine Learning, Electrical Engineering, CAD Design",0.96,,NA
Alan Goodman,28,Engineering,Junior Engineer,1,"CAD Design, Machine Learning",0.89,,NA
Cynthia Gill,30,Logistics,Logistics Coordinator,4,"Communication, Warehouse Management",0.65,,NA
Steven Holloway,43,Operations,Operations Manager,10,"Data Analysis, Process Improvement, Teamwork, Risk Management",0.67,NA,
Mr. Frank Moreno,37,Engineering,Senior Engineer,6,"Data Analysis, Machine Learning, Electrical Engineering",0.85,NA,
Ashlee Jones,31,Engineering,Senior Engineer,7,"Python, Systems Engineering, Machine Learning, Electrical Engineering",0.73,NA,
Austin Hill,36,Operations,Logistics Coordinator,4,"Teamwork, Risk Management",0.61,,NA
Amanda Mathis,26,Logistics,Logistics Coordinator,1,"Inventory Management, Warehouse Management",0.7,,NA
Shelia Ochoa,29,Logistics,Logistics Coordinator,1,"Data Analysis, Inventory Management",0.62,,NA
Phillip Stewart,28,Operations,Logistics Coordinator,1,Risk Management,0.93,,NA
Eric Jackson,26,Customer Service,Customer Service Executive,2,"Customer Relationship Management, Conflict Resolution",0.79,,NA
Laura Francis,34,Engineering,Engineer,4,"Data Analysis, Python, Systems Engineering",0.55,,NA
Katelyn Burns,47,Operations,Operations Manager,8,"Risk Management, Project Management, Process Improvement, Teamwork",0.62,NA,
Erin Burke,37,Logistics,Logistics Coordinator,4,"Inventory Management, Networking",0.89,,NA
Andrea Smith,29,IT,IT Support,2,Networking,0.71,,NA
Stephanie Smith,28,Engineering,Junior Engineer,0,"CAD Design, Java",0.91,,NA
Robert Dickson,28,Engineering,Junior Engineer,2,"Java, Machine Learning",0.93,,NA
Erin Torres MD,40,Operations,Operations Manager,12,"Project Management, Process Improvement, Risk Management, Data Analysis, Time Management, Teamwork",0.82,NA,
Lisa Vega,31,Operations,Operations Manager,7,"Teamwork, Process Improvement, Project Management",0.79,NA,
Erica Braun,34,Engineering,Engineer,3,"Electrical Engineering, Systems Engineering, Python",0.81,,NA
Anthony Brock,28,IT,IT Support,2,System Administration,0.59,,NA
Tiffany Barber,25,Customer Service,Customer Service Executive,2,"Teamwork, Customer Relationship Management",0.53,,NA
Christopher Walker,39,Engineering,Senior Engineer,6,"Systems Engineering, Data Analysis",0.54,NA,
Peter Baird,49,Operations,Operations Manager,8,"Teamwork, Process Improvement, Risk Management, Data Analysis",0.64,NA,
Michael Taylor,47,Engineering,Senior Engineer,9,"Electrical Engineering, Machine Learning, CAD Design",0.68,NA,
Deborah Rodriguez,53,Operations,Operations Manager,10,"Project Management, Teamwork, Risk Management, Time Management, Data Analysis",0.67,NA,
Cassandra Blake,39,Engineering,Engineer,3,"Electrical Engineering, Java, CAD Design",0.79,,NA
Christopher Mcmahon,28,Engineering,Junior Engineer,0,Systems Engineering,0.92,,NA
Robin Fisher,32,Operations,Logistics Coordinator,4,"Risk Management, Teamwork",0.98,,NA
Michael Vasquez,25,IT,IT Support,0,"Java, System Administration",0.51,,NA
Nicole Evans,28,Engineering,Junior Engineer,1,"Electrical Engineering, Machine Learning",0.67,,NA
Emily Miller,26,Customer Service,Customer Service Executive,0,Problem Solving,0.6,,NA
Lawrence Pearson,51,Operations,Operations Manager,13,"Process Improvement, Teamwork, Project Management, Time Management, Data Analysis",0.54,NA,
Kimberly Kelly,25,IT,IT Support,1,Java,0.93,,NA
Jennifer Thompson,27,Logistics,Logistics Coordinator,1,"Data Analysis, Communication",0.85,,NA
Leslie White,48,Operations,Operations Manager,7,"Teamwork, Data Analysis, Process Improvement",0.85,NA,
Sharon Bautista,25,Customer Service,Customer Service Executive,0,Customer Relationship Management,0.78,,NA
Brian Conley,25,Logistics,Logistics Coordinator,2,Inventory Management,0.76,,NA
